diputado_id,diputado_apellido,diputado_nombre,diputado_genero,diputado_distrito,mandato_inicio,mandato_fin,diputado_juramento,diputado_cese,diputado_bloque,bloque_inicio,bloque_fin
HCDN1136,Abdala de Matarazzo,Norma Amanda,F,SANTIAGO DEL ESTERO,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,FRENTE CIVICO POR SANTIAGO,2009-12-10T00:00:00,2013-12-09T00:00:00
HCDN1136,Abdala de Matarazzo,Norma Amanda,F,SANTIAGO DEL ESTERO,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2017-12-09T00:00:00,FRENTE CIVICO POR SANTIAGO,2013-12-10T00:00:00,2017-12-09T00:00:00
HCDN1136,Abdala de Matarazzo,Norma Amanda,F,SANTIAGO DEL ESTERO,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,FRENTE CIVICO POR SANTIAGO,2017-12-10T00:00:00,2019-12-09T00:00:00
HCDN1136,Abdala de Matarazzo,Norma Amanda,F,SANTIAGO DEL ESTERO,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,FRENTE DE TODOS,2019-12-10T00:00:00,2021-12-09T00:00:00
HCDN1382,ABRAHAM,ALEJANDRO,M,MENDOZA,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2017-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2013-12-13T00:00:00,2017-12-09T00:00:00
HCDN1441,ACERENZA,SAMANTA MARIA CELESTE,F,BUENOS AIRES,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,UNION PRO,2015-12-10T00:00:00,2017-12-09T00:00:00
HCDN1441,ACERENZA,SAMANTA MARIA CELESTE,F,BUENOS AIRES,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,PRO,2017-12-10T00:00:00,2019-12-09T00:00:00
HCDN0970,ACOSTA,MARIA JULIA,F,CATAMARCA,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2007-12-10T00:00:00,2011-12-09T00:00:00
HCDN0971,AGOSTO,WALTER ALFREDO,M,SANTA FE,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2007-12-10T00:00:00,2009-02-23T00:00:00
HCDN0971,AGOSTO,WALTER ALFREDO,M,SANTA FE,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,SANTA FE FEDERAL,2009-02-24T00:00:00,2009-12-09T00:00:00
HCDN0971,AGOSTO,WALTER ALFREDO,M,SANTA FE,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,PERONISMO FEDERAL,2009-12-10T00:00:00,2011-12-09T00:00:00
HCDN0845,AGUAD,OSCAR RAUL,M,CORDOBA,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,UCR,2009-12-10T00:00:00,2013-12-09T00:00:00
HCDN0845,AGUAD,OSCAR RAUL,M,CORDOBA,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2015-12-09T00:00:00,UCR,2013-12-10T00:00:00,2015-12-09T00:00:00
HCDN1232,AGUILAR,LINO WALTER,M,SAN LUIS,2011-12-10T00:00:00,2015-12-09T00:00:00,2011-12-06T00:00:00,2015-12-09T00:00:00,FRENTE PERONISTA,2011-12-10T00:00:00,2013-09-16T00:00:00
HCDN1232,AGUILAR,LINO WALTER,M,SAN LUIS,2011-12-10T00:00:00,2015-12-09T00:00:00,2011-12-06T00:00:00,2015-12-09T00:00:00,COMPROMISO FEDERAL,2013-09-17T00:00:00,2015-12-09T00:00:00
HCDN2757,AGUIRRE,HILDA CLELIA,F,LA RIOJA,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,FRENTE DE TODOS,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN0972,AGUIRRE DE SORIA,HILDA CLELIA,F,LA RIOJA,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2007-12-10T00:00:00,2011-12-09T00:00:00
HCDN2349,AICEGA,JUAN,M,BUENOS AIRES,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,PRO,2017-12-10T00:00:00,2021-12-09T00:00:00
HCDN1101,ALBARRACIN,JORGE LUIS,M,MENDOZA,2009-12-10T00:00:00,2013-12-09T00:00:00,2011-12-06T00:00:00,2013-12-09T00:00:00,UCR,2011-12-10T00:00:00,2013-12-09T00:00:00
HCDN1572,ALBORNOZ,GABRIELA ROMINA,F,JUJUY,2013-12-10T00:00:00,2017-12-09T00:00:00,2016-03-01T00:00:00,2017-12-09T00:00:00,UCR,2016-03-01T00:00:00,2017-12-09T00:00:00
HCDN1137,ALBRIEU,OSCAR EDMUNDO NICOLAS,M,RIO NEGRO,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-01T00:00:00,FRENTE PARA LA VICTORIA - PJ,2009-12-10T00:00:00,2013-12-01T00:00:00
HCDN0163,ALBRISI,CESAR ALFREDO,M,CORDOBA,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2010-04-14T00:00:00,FRENTE JUSTICIA UNION Y LIBERTAD - FREJULI,2007-12-10T00:00:00,2009-12-09T00:00:00
HCDN0163,ALBRISI,CESAR ALFREDO,M,CORDOBA,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2010-04-14T00:00:00,PERONISMO FEDERAL,2009-12-10T00:00:00,2010-04-14T00:00:00
HCDN1068,ALCUAZ,HORACIO ALBERTO,M,BUENOS AIRES,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-19T00:00:00,2011-12-09T00:00:00,COALICION CIVICA - ARI - GEN - UPT,2007-12-10T00:00:00,2009-11-11T00:00:00
HCDN1068,ALCUAZ,HORACIO ALBERTO,M,BUENOS AIRES,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-19T00:00:00,2011-12-09T00:00:00,GEN,2009-11-12T00:00:00,2011-12-09T00:00:00
HCDN2859,ALDERETE,JUAN CARLOS,M,BUENOS AIRES,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-19T00:00:00,2023-12-09T00:00:00,FRENTE DE TODOS,2019-12-19T14:48:25,2023-12-09T00:00:00
HCDN1338,ALEGRE,GILBERTO OSCAR,M,BUENOS AIRES,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2017-12-09T00:00:00,FRENTE RENOVADOR,2013-12-10T00:00:00,2015-12-09T00:00:00
HCDN1338,ALEGRE,GILBERTO OSCAR,M,BUENOS AIRES,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2017-12-09T00:00:00,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,2015-12-10T00:00:00,2017-12-09T00:00:00
HCDN0973,ALFARO,GERMAN ENRIQUE,M,TUCUMAN,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-10-21T00:00:00,FRENTE PARA LA VICTORIA - PJ,2007-12-10T00:00:00,2011-10-21T00:00:00
HCDN1138,ALFONSIN,RICARDO LUIS,M,BUENOS AIRES,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,UCR,2009-12-10T00:00:00,2013-12-09T00:00:00
HCDN1138,ALFONSIN,RICARDO LUIS,M,BUENOS AIRES,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2017-12-09T00:00:00,UCR,2013-12-10T00:00:00,2017-12-09T00:00:00
HCDN1222,ALIZEGUI,ANTONIO ANIBAL,M,ENTRE RIOS,2007-12-10T00:00:00,2011-12-09T00:00:00,2009-12-03T00:00:00,2011-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2009-12-10T00:00:00,2011-12-09T00:00:00
HCDN2350,Allende,Walberto Enrique,M,SAN JUAN,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,TODOS JUNTOS POR SAN JUAN,2017-12-10T00:00:00,2019-12-09T00:00:00
HCDN2350,Allende,Walberto Enrique,M,SAN JUAN,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,FRENTE DE TODOS,2019-12-10T00:00:00,2021-12-09T00:00:00
HCDN0733,ALONSO,GUMERSINDO FEDERICO,M,CORDOBA,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,FRENTE CIVICO - CORDOBA,2009-12-10T00:00:00,2013-12-09T00:00:00
HCDN1568,ALONSO,HORACIO FERNANDO,M,BUENOS AIRES,2013-12-10T00:00:00,2017-12-09T00:00:00,2016-03-01T00:00:00,2017-12-09T00:00:00,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,2016-03-01T00:00:00,2017-12-09T00:00:00
HCDN1139,ALONSO,LAURA,F,CIUDAD DE BUENOS AIRES,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,PRO,2009-12-10T00:00:00,2013-12-09T00:00:00
HCDN1139,ALONSO,LAURA,F,CIUDAD DE BUENOS AIRES,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2015-12-22T00:00:00,UNION PRO,2013-12-10T00:00:00,2015-12-22T00:00:00
HCDN2351,Alonso,Laura V.,F,BUENOS AIRES,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-10T00:00:00,2019-12-10T00:00:00,FRENTE PARA LA VICTORIA - PJ,2017-12-10T00:00:00,2019-12-09T00:00:00
HCDN2351,Alonso,Laura V.,F,BUENOS AIRES,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-10T00:00:00,2019-12-10T00:00:00,FRENTE DE TODOS,2019-12-10T00:00:00,2019-12-10T00:00:00
HCDN1233,ALONSO,MARIA LUZ,F,LA PAMPA,2011-12-10T00:00:00,2015-12-09T00:00:00,2011-12-06T00:00:00,2015-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2011-12-10T00:00:00,2015-12-09T00:00:00
HCDN2352,Alume Sbodio,Karim Augusto,M,SAN LUIS,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,COMPROMISO FEDERAL,2017-12-10T00:00:00,2018-02-05T00:00:00
HCDN2352,Alume Sbodio,Karim Augusto,M,SAN LUIS,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,UNIDAD JUSTICIALISTA,2018-02-06T00:00:00,2019-12-09T00:00:00
HCDN2352,Alume Sbodio,Karim Augusto,M,SAN LUIS,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,FRENTE DE TODOS,2019-12-10T00:00:00,2021-12-09T00:00:00
HCDN1140,ALVAREZ,ELSA MARIA,F,SANTA CRUZ,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,UCR,2009-12-10T00:00:00,2013-12-09T00:00:00
HCDN2790,ALVAREZ,FELIPE,M,LA RIOJA,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,PRODUCCION Y TRABAJO,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN1141,ALVAREZ,JORGE MARIO,M,SANTA FE,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,UCR,2009-12-10T00:00:00,2013-12-09T00:00:00
HCDN0693,ALVAREZ,JUAN JOSE,M,BUENOS AIRES,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-19T00:00:00,2011-12-09T00:00:00,UNION CELESTE Y BLANCO,2007-12-10T00:00:00,2009-12-09T00:00:00
HCDN0693,ALVAREZ,JUAN JOSE,M,BUENOS AIRES,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-19T00:00:00,2011-12-09T00:00:00,PERONISTA,2009-12-10T00:00:00,2011-02-28T00:00:00
HCDN0693,ALVAREZ,JUAN JOSE,M,BUENOS AIRES,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-19T00:00:00,2011-12-09T00:00:00,NUCLEO UNIDAD PERONISTA,2011-03-01T00:00:00,2011-12-09T00:00:00
HCDN0846,ALVAREZ RODRIGUEZ,MARIA CRISTINA,F,BUENOS AIRES,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2015-12-10T00:00:00,2019-12-09T00:00:00
HCDN0846,ALVAREZ RODRIGUEZ,MARIA CRISTINA,F,BUENOS AIRES,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,FRENTE DE TODOS,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN0974,ALVARO,HECTOR JORGE,M,MENDOZA,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,DE LA CONCERTACION,2007-12-10T00:00:00,2011-12-09T00:00:00
HCDN1142,AMADEO,EDUARDO PABLO,M,BUENOS AIRES,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,PERONISMO FEDERAL,2009-12-10T00:00:00,2011-12-06T00:00:00
HCDN1142,AMADEO,EDUARDO PABLO,M,BUENOS AIRES,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,FRENTE PERONISTA,2011-12-07T00:00:00,2013-09-10T00:00:00
HCDN1142,AMADEO,EDUARDO PABLO,M,BUENOS AIRES,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,FRENTE RENOVADOR,2013-09-11T00:00:00,2013-12-09T00:00:00
HCDN1142,AMADEO,EDUARDO PABLO,M,BUENOS AIRES,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,UNION PRO,2015-12-10T00:00:00,2017-12-09T00:00:00
HCDN1142,AMADEO,EDUARDO PABLO,M,BUENOS AIRES,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,PRO,2017-12-10T00:00:00,2019-12-09T00:00:00
HCDN2806,AMAYA,DOMINGO LUIS,M,TUCUMAN,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,PRO,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN2805,Ameri,Juan Emilio,M,SALTA,2017-12-10T00:00:00,2021-12-09T00:00:00,2019-12-19T00:00:00,2021-12-09T00:00:00,FRENTE DE TODOS,2019-12-19T14:46:13,2021-12-09T00:00:00
HCDN2793,ANGELINI,FEDERICO,M,SANTA FE,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,PRO,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN2354,Ansaloni,Pablo Miguel,M,BUENOS AIRES,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,PRO,2017-12-10T00:00:00,2019-12-09T00:00:00
HCDN2354,Ansaloni,Pablo Miguel,M,BUENOS AIRES,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,UNIDAD Y EQUIDAD FEDERAL,2019-12-10T00:00:00,2021-12-09T00:00:00
HCDN2759,APARICIO,ALICIA N.,F,BUENOS AIRES,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,FRENTE DE TODOS,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN1234,ARAGON,SANTIAGO DIEGO,M,BUENOS AIRES,2011-12-10T00:00:00,2015-12-09T00:00:00,2011-12-06T00:00:00,2012-03-02T00:00:00,FRENTE PARA LA VICTORIA - PJ,2011-12-10T00:00:00,2012-03-02T00:00:00
HCDN0975,ARBO,JOSE AMEGHINO,M,CORRIENTES,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,PARTIDO LIBERAL DE CORRIENTES,2007-12-10T00:00:00,2011-12-09T00:00:00
HCDN2355,Arce,Mario Horacio,M,FORMOSA,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,UCR,2017-12-10T00:00:00,2021-12-09T00:00:00
HCDN1143,ARENA,CELIA ISABEL,F,SANTA FE,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,PERONISMO FEDERAL,2009-12-10T00:00:00,2011-12-09T00:00:00
HCDN1143,ARENA,CELIA ISABEL,F,SANTA FE,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2011-12-10T00:00:00,2013-12-09T00:00:00
HCDN1396,ARENAS,BERTA HORTENSIA,F,SAN LUIS,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2017-12-09T00:00:00,COMPROMISO FEDERAL,2013-12-10T00:00:00,2017-12-09T00:00:00
HCDN0976,ARETA,MARIA JOSEFA,F,CORRIENTES,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,FRENTE DE TODOS,2007-12-10T00:00:00,2011-12-09T00:00:00
HCDN1069,ARGÜELLO,OCTAVIO,M,BUENOS AIRES,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-19T00:00:00,2011-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2007-12-10T00:00:00,2011-12-09T00:00:00
HCDN1144,ARGUMEDO,ALCIRA SUSANA,F,CIUDAD DE BUENOS AIRES,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,MOVIMIENTO PROYECTO SUR,2009-12-10T00:00:00,2013-12-09T00:00:00
HCDN1144,ARGUMEDO,ALCIRA SUSANA,F,CIUDAD DE BUENOS AIRES,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2017-12-09T00:00:00,PROYECTO SUR - UNEN,2013-12-10T00:00:00,2017-12-09T00:00:00
HCDN1235,ARREGUI,ANDRES ROBERTO,M,BUENOS AIRES,2011-12-10T00:00:00,2015-12-09T00:00:00,2011-12-06T00:00:00,2015-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2011-12-10T00:00:00,2015-12-09T00:00:00
HCDN1581,ARRIETA,GUSTAVO HECTOR,M,BUENOS AIRES,2013-12-10T00:00:00,2017-12-09T00:00:00,2016-03-15T00:00:00,2017-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2016-03-15T00:00:00,2017-12-09T00:00:00
HCDN2356,Arroyo,Daniel Fernando,M,BUENOS AIRES,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-10T00:00:00,2019-12-10T00:00:00,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,2017-12-10T00:00:00,2018-10-21T00:00:00
HCDN2356,Arroyo,Daniel Fernando,M,BUENOS AIRES,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-10T00:00:00,2019-12-10T00:00:00,RED POR ARGENTINA,2018-10-22T00:00:00,2019-12-09T00:00:00
HCDN2758,ASCARATE,LIDIA INES,F,TUCUMAN,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,UCR,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN1224,ASEF,DANIEL EDGARDO,M,CORDOBA,2007-12-10T00:00:00,2011-12-09T00:00:00,2010-04-21T00:00:00,2011-12-09T00:00:00,PERONISMO CORDOBES,2010-04-21T00:00:00,2010-04-22T00:00:00
HCDN1224,ASEF,DANIEL EDGARDO,M,CORDOBA,2007-12-10T00:00:00,2011-12-09T00:00:00,2010-04-21T00:00:00,2011-12-09T00:00:00,PERONISTA CORDOBA CIUDADANA,2010-04-23T00:00:00,2011-02-28T00:00:00
HCDN1224,ASEF,DANIEL EDGARDO,M,CORDOBA,2007-12-10T00:00:00,2011-12-09T00:00:00,2010-04-21T00:00:00,2011-12-09T00:00:00,NUCLEO UNIDAD PERONISTA,2011-03-01T00:00:00,2011-12-09T00:00:00
HCDN2441,ASENCIO,FERNANDO,M,BUENOS AIRES,2015-12-10T00:00:00,2019-12-09T00:00:00,2018-05-23T00:00:00,2019-12-09T00:00:00,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,2018-05-23T00:00:00,2018-10-21T00:00:00
HCDN2441,ASENCIO,FERNANDO,M,BUENOS AIRES,2015-12-10T00:00:00,2019-12-09T00:00:00,2018-05-23T00:00:00,2019-12-09T00:00:00,RED POR ARGENTINA,2018-10-22T00:00:00,2019-12-09T00:00:00
HCDN1145,ASPIAZU,LUCIO BERNARDO,M,CORRIENTES,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,UCR,2009-12-10T00:00:00,2013-12-09T00:00:00
HCDN1236,ASSEFF,ALBERTO,M,BUENOS AIRES,2011-12-10T00:00:00,2015-12-09T00:00:00,2011-12-06T00:00:00,2015-12-09T00:00:00,FRENTE PERONISTA,2011-12-10T00:00:00,2013-09-11T00:00:00
HCDN1236,ASSEFF,ALBERTO,M,BUENOS AIRES,2011-12-10T00:00:00,2015-12-09T00:00:00,2011-12-06T00:00:00,2015-12-09T00:00:00,UNIR,2013-09-12T00:00:00,2013-09-16T00:00:00
HCDN1236,ASSEFF,ALBERTO,M,BUENOS AIRES,2011-12-10T00:00:00,2015-12-09T00:00:00,2011-12-06T00:00:00,2015-12-09T00:00:00,COMPROMISO FEDERAL,2013-09-17T00:00:00,2013-12-09T00:00:00
HCDN1236,ASSEFF,ALBERTO,M,BUENOS AIRES,2011-12-10T00:00:00,2015-12-09T00:00:00,2011-12-06T00:00:00,2015-12-09T00:00:00,UNIR,2013-12-10T00:00:00,2015-12-09T00:00:00
HCDN1236,ASSEFF,ALBERTO,M,BUENOS AIRES,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,PRO,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN0061,ATANASOF,ALFREDO NESTOR,M,BUENOS AIRES,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,PERONISMO FEDERAL,2009-12-10T00:00:00,2011-12-06T00:00:00
HCDN0061,ATANASOF,ALFREDO NESTOR,M,BUENOS AIRES,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,FRENTE PERONISTA,2011-12-07T00:00:00,2013-12-09T00:00:00
HCDN1582,Austin,Brenda Lis,F,CORDOBA,2013-12-10T00:00:00,2017-12-09T00:00:00,2016-05-18T00:00:00,2017-12-09T00:00:00,UCR,2016-05-18T00:00:00,2017-12-09T00:00:00
HCDN1582,Austin,Brenda Lis,F,CORDOBA,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,UCR,2017-12-10T00:00:00,2021-12-09T00:00:00
HCDN2357,Ávila,Beatriz Luisa,F,TUCUMAN,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,PARTIDO POR LA JUSTICIA SOCIAL,2017-12-10T00:00:00,2021-12-09T00:00:00
HCDN1237,AVOSCAN,HERMAN HORACIO,M,RIO NEGRO,2011-12-10T00:00:00,2015-12-09T00:00:00,2011-12-06T00:00:00,2015-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2011-12-10T00:00:00,2015-12-09T00:00:00
HCDN2358,Ayala,Aida Beatriz Máxima,F,CHACO,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,UCR,2017-12-10T00:00:00,2021-12-09T00:00:00
HCDN2359,Bahillo,Juan José,M,ENTRE RIOS,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-10T00:00:00,2019-12-02T00:00:00,JUSTICIALISTA,2017-12-10T00:00:00,2019-12-02T00:00:00
HCDN1530,BALBO,ELVA SUSANA,F,MENDOZA,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2018-04-30T00:00:00,UNION PRO,2015-12-10T00:00:00,2017-12-09T00:00:00
HCDN1530,BALBO,ELVA SUSANA,F,MENDOZA,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2018-04-30T00:00:00,PRO,2017-12-10T00:00:00,2018-04-30T00:00:00
HCDN1238,BALCEDO,MARIA ESTER,F,BUENOS AIRES,2011-12-10T00:00:00,2015-12-09T00:00:00,2011-12-06T00:00:00,2015-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2011-12-10T00:00:00,2015-12-09T00:00:00
HCDN1364,BALDASSI,HECTOR,M,CORDOBA,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2017-12-09T00:00:00,UNION PRO,2013-12-10T00:00:00,2017-12-09T00:00:00
HCDN1364,BALDASSI,HECTOR,M,CORDOBA,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,PRO,2017-12-10T00:00:00,2021-12-09T00:00:00
HCDN1034,BALDATA,GRISELDA ANGELA,F,CORDOBA,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,COALICION CIVICA - ARI - GEN - UPT,2007-12-10T00:00:00,2009-12-09T00:00:00
HCDN1034,BALDATA,GRISELDA ANGELA,F,CORDOBA,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,COALICION CIVICA,2009-12-10T00:00:00,2011-12-09T00:00:00
HCDN1447,BANFI,KARINA,F,BUENOS AIRES,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,UCR,2015-12-10T00:00:00,2019-12-09T00:00:00
HCDN1447,BANFI,KARINA,F,BUENOS AIRES,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,UCR,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN2770,BARBARO,HECTOR "CACHO",M,MISIONES,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,FRENTE DE TODOS,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN1146,BARBIERI,MARIO LEANDRO,M,BUENOS AIRES,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,UCR,2009-12-10T00:00:00,2013-12-09T00:00:00
HCDN1239,BARCHETTA,OMAR SEGUNDO,M,SANTA FE,2011-12-10T00:00:00,2015-12-09T00:00:00,2011-12-06T00:00:00,2015-12-09T00:00:00,PARTIDO SOCIALISTA,2011-12-10T00:00:00,2015-12-09T00:00:00
